gauge_id,frac_snow,p_mean,area_gages2,q_mean
11180960,0.0,1.63929089664613,15.06,0.470448732371072
11180500,0.0,1.48830663928816,24.32,0.281478697194804
2300700,0.0,3.89649691991786,73.84,1.50761613950774
2297155,0.0,3.96811635865845,93.6,0.792041387185171
2231342,0.0,3.78349486652977,111.56,1.14316279877417
2299950,0.0,3.96277207392197,174.27,1.18906761353841
2235200,0.0,3.74350171115674,297.7,0.492073766411101
2298608,0.0,3.89631211498973,312.34,1.35172464197018
11274500,0.0,1.2064462696783,347.75,0.127310759874269
2312200,0.0,3.59314579055441,413.48,0.390439951149309
2327100,0.0001008204882995,4.16839972621492,271.12,1.55016978142389
11274630,0.0001500097832467,1.25932922655715,187.44,0.103055075380863
2324400,0.0001972528892217,3.85167282683094,176.27,0.455489347268818
11162500,0.0002003568793348,2.6919794661191,118.87,0.882342508155239
11299600,0.0002779671336955,2.0684052019165,37.32,0.63218677637987
2246000,0.0003326922230974,3.70322108145106,451.06,0.954111828241013
2481000,0.0003653977736162,4.79164271047228,249.23,1.88860041789101
2245500,0.0004366285424588,3.75599041752224,348.43,0.889769394194941
7375000,0.0005081655254214,4.61188364134155,249.35,1.54304424478788
11468500,0.000524205133848,3.58288295687885,273.51,1.7820639330563
2216180,0.000534865436369,3.40909787816564,129.11,0.874904879535617
11141280,0.0007877803924076,1.88366598220397,54.01,0.439204105395798
2369800,0.0008723526438152,4.61982477754962,227.51,1.5513202857802
8164600,0.0008978831137086,3.10259000684463,253.92,0.623875289484131
2215100,0.0010333057458655,3.35439835728953,420.29,0.881182557117002
2349900,0.0010817469729248,3.39147707049966,122.87,0.821028962730619
11481200,0.0016368255310898,4.36313073237509,105.4,2.9588309446961
8066300,0.0017530511421341,3.97624914442163,383.57,0.927331515836616
2479155,0.0018026132328254,4.42888843258042,137.28,1.50028818291271
7295000,0.0018796058546206,4.38075154004107,466.58,1.57125669409338
8029500,0.0020727558469462,4.20368377823409,333.4,1.14878359960536
8066200,0.0023206818433828,3.81475838466804,364.12,0.924776568872975
8196000,0.0023896281867178,2.085787816564,326.98,0.273014711691904
10259200,0.0024865261106066,0.657341546885695,79.12,0.0629489103223754
8200000,0.0026284470487446,2.39364955509925,249.11,0.508669442864566
8202700,0.002762016493395,2.22634907597536,434.75,0.0574500090640703
8025500,0.0027849541899188,3.99575496235455,383.02,1.08401248617367
2342933,0.0027962712555372,3.81460369609856,290.1,0.998637899574187
2374500,0.0030425564536237,4.41962354551677,445.72,1.48432922557415
2198100,0.0030935926215692,3.31921834360027,79.49,0.806627673257113
2469800,0.003171649398055,4.09600821355236,422.68,1.27299529048378
7373000,0.0033034957237491,4.24290759753593,131.18,1.1708159167209
11148900,0.003526794606684,2.2885325119781,403.45,0.996148248583661
7291000,0.003569389743915,4.27315811088296,479.3,1.31414378444056
10258500,0.0040873158462091,0.822899383983573,241.51,0.0470111154943727
9513780,0.0042560892003911,1.18009445585216,177.47,0.159237637188558
9512280,0.0046420695661842,1.18194113620808,188.71,0.0938704116662466
8165300,0.0056160383836324,2.22887611225188,435.99,0.201994256530278
8158810,0.0058462589398929,2.50896098562628,31.79,0.495642413793607
9510200,0.0061243701078094,1.22735386721424,425.31,0.151510202672736
8155200,0.0063808179734207,2.50451197809719,232.74,0.449327628244402
8158700,0.0064753537654614,2.56350308008214,320.34,0.424298016726014
8023080,0.0072046599774758,4.02336755646817,187.61,1.08559291456922
2465493,0.0073106547528566,4.04349212867899,83.42,1.1597832444031
9480000,0.0082792285634824,1.42741957563313,213.38,0.0324690526600288
2212600,0.0090237999831922,3.3718726899384,187.96,0.739885597472265
11253310,0.0090705776998348,1.17400136892539,120.44,0.0663215937715101
8103900,0.0092842421517583,2.44495140314853,86.0,0.330650850949396
8104900,0.0093596117977168,2.52033127994524,342.62,0.387834738940076
2464360,0.0095365763059721,4.09805886379192,148.62,1.45365946145133
2221525,0.0095385192188569,3.35912388774812,490.8,0.762009321284306
2464146,0.0100912238208696,4.15972621492129,15.82,1.51207298872002
2430615,0.0105389852401918,4.24121971252567,28.71,1.68423302265859
14166500,0.0106763012784076,5.05023819301848,226.52,2.37726903005426
11476600,0.0120106292964887,4.83418480492813,71.85,3.57564712634523
2092500,0.0120832517590196,3.78279123887748,447.58,1.00495932679689
11098000,0.0123012725382308,1.96570704996578,41.57,0.660348121195105
2415000,0.0124691410953683,4.05513073237509,491.38,1.47415721061508
2395120,0.0124894104226604,3.75370704996578,84.01,1.28732672588619
2430085,0.0126767241295668,4.23267077344285,40.56,1.69908346016163
2193340,0.0127448828346305,3.27406570841889,87.87,0.717461918206189
8082700,0.0128021384845558,1.82721013004791,276.04,0.070745008449758
2450250,0.0142864105715527,4.40954551676934,231.83,1.75247304731255
3592718,0.0149109120314144,4.27535797399042,66.99,1.50540639127696
12073500,0.0156016658711511,4.00947022587269,15.67,1.69768984311851
11176400,0.016307003804813,1.47620944558522,338.56,0.256928622978392
2381600,0.0166377865167783,4.27154962354552,10.32,3.69560039890936
12013500,0.0174156764185481,6.87493771389459,337.69,4.65182163541431
11224500,0.0178984740739189,1.30709103353867,247.44,0.064714770550732
8050800,0.0196728968786143,2.81934839151266,100.93,0.502317809475091
11124500,0.0230381055615776,2.05219028062971,191.52,0.360269331522264
2102908,0.0235111757954398,3.35506776180698,19.73,1.34629610415216
12010000,0.0236362361738051,7.92794250513347,142.18,7.19687016694046
2125000,0.0247912331690011,3.23351813826146,144.55,0.961206213802243
11143000,0.0254379399486261,2.83676796714579,120.61,2.02225567636287
2128000,0.0256704433801346,3.24067624914442,273.48,0.944217755120238
3500000,0.0292489179120406,5.1950417522245,361.14,2.50208944130495
3500240,0.029394718558517,5.0380848733744,145.86,2.31388434615595
2149000,0.029590457635321,3.82159753593429,203.85,1.51983772805052
12025000,0.029592527751536,4.7079794661191,404.9,3.19192594813863
2152100,0.0300807469143999,3.77346201232033,154.99,1.30255850988526
7359610,0.0301790248613661,4.28054757015743,342.23,1.90125994138429
14325000,0.0302033920558714,6.29743737166324,443.07,4.07228330027814
1486000,0.0306008333747916,3.27441615331964,11.18,1.25453280055094
7263295,0.0310455107281904,3.94611772758385,119.03,1.36476592568179
2143000,0.0313262156816952,3.70449828884326,216.67,1.40370141368509
1485500,0.0316363803800455,3.24057905544148,141.54,0.917682275682182
2384540,0.0316827871052048,4.92782751540041,21.37,2.08084750683956
2082950,0.0329927432325966,3.26311567419576,460.85,0.830137182424657
10259000,0.0335249004621377,1.04830800821355,22.46,0.287811268751084
2178400,0.033836252850455,5.21309240246407,151.28,2.86573127964186
2143040,0.0345610698452001,4.04584941820671,66.48,1.6829943325033
